teleport name is AB, map is 529, coordinates are 1054.94 1055.23 -48.2358, orientation is 0.313367.
teleport name is FortWildervar, map is 571, coordinates are 2469.09 -5086.4 282.921, orientation is 2.07711.
teleport name is CampWinterhoof, map is 571, coordinates are 2649.82 -4362.69 276.885, orientation is 5.15979.
teleport name is UtgardePinnacle, map is 571, coordinates are 1259.33 -4852.02 215.763, orientation is 3.48293.
teleport name is UtgardeKeep, map is 571, coordinates are 1219.72 -4865.28 41.2479, orientation is 0.313228.
teleport name is ValianceKeep, map is 571, coordinates are 2213.95 5273.15 11.2565, orientation is 5.89294.
teleport name is WarsongHold, map is 571, coordinates are 2741.29 6097.16 76.9055, orientation is 0.731543.
teleport name is FizzcrankAirstrip, map is 571, coordinates are 4147.98 5278.79 24.7334, orientation is 0.150308.
teleport name is TheNexus, map is 571, coordinates are 3781.81 6953.65 104.82, orientation is 0.467432.
teleport name is Bor'gorokOutpost, map is 571, coordinates are 4488.76 5736.18 80.0769, orientation is 5.45078.
teleport name is Kaskala, map is 571, coordinates are 3071.85 4791.19 1.13476, orientation is 5.76654.
teleport name is Unu'pe, map is 571, coordinates are 2925.02 4065.63 1.46737, orientation is 3.56739.
teleport name is Taunka'leVillage, map is 571, coordinates are 3464.17 4087.16 17.0561, orientation is 2.02607.
teleport name is Dalaran, map is 571, coordinates are 5804.15 624.771 647.767, orientation is 1.64.
teleport name is Dragonblight, map is 571, coordinates are 4103.36 264.478 50.5019, orientation is 3.09349.
teleport name is BoreanTundra, map is 571, coordinates are 3256.57 5278.23 40.8046, orientation is 0.246367.
teleport name is HowlingFjord, map is 571, coordinates are 1902.15 -4883.91 171.363, orientation is 3.11537.
teleport name is GrizzlyHills, map is 571, coordinates are 4391.73 -3587.92 238.531, orientation is 3.57526.
teleport name is Zul'Drak, map is 571, coordinates are 5560.23 -3211.66 371.709, orientation is 5.55055.
teleport name is Gundrak, map is 571, coordinates are 6898.72 -4584.94 451.12, orientation is 2.34455.
teleport name is StormPeaks, map is 571, coordinates are 7527.14 -1260.89 919.049, orientation is 2.0696.
teleport name is Ulduar, map is 571, coordinates are 9049.37 -1282.35 1060.19, orientation is 5.8395.
teleport name is Icecrown, map is 571, coordinates are 7253.64 1644.78 433.68, orientation is 4.83412.
teleport name is StormwindKeep, map is 0, coordinates are -8451.97 346.932 120.886, orientation is 5.36692.
teleport name is WizardsSanctum, map is 0, coordinates are -9003.05 874.064 148.619, orientation is 3.47324.
teleport name is VaultOfArchavon, map is 571, coordinates are 5453.72 2840.79 421.28, orientation is 0.
teleport name is DrakTharonKeep, map is 571, coordinates are 4774.6 -2032.92 229.15, orientation is 1.59.
teleport name is Wintergrasp, map is 571, coordinates are 4760.7 2143.7 423, orientation is 1.13.
teleport name is SholazarBasin, map is 571, coordinates are 5323 4942 -133.5, orientation is 2.17.
teleport name is ArgentTournament, map is 571, coordinates are 8515.89 629.25 547.396, orientation is 1.5747.
teleport name is TheVioletHold, map is 571, coordinates are 5696.73 507.4 652.97, orientation is 4.03.
teleport name is AmberpineLodge, map is 571, coordinates are 3412.88 -2791.17 201.521, orientation is 2.2458.
teleport name is WintergardeKeep, map is 571, coordinates are 3682.71 -722.635 212.729, orientation is 5.7991.
teleport name is IcecrownCitadelRaid, map is 571, coordinates are 5873.82 2110.98 636.011, orientation is 3.5523.
teleport name is TheFrozenHalls, map is 571, coordinates are 5690.97 2141.07 798.054, orientation is 4.4344.
teleport name is TheShadowVault, map is 571, coordinates are 8427.88 2706.33 655.095, orientation is 5.743.
teleport name is ChamberOfAspects, map is 571, coordinates are 3641.45 282.75 -120.145, orientation is 3.325.
teleport name is BloodmoonIsle, map is 571, coordinates are 4682.07 -5569.67 53.61, orientation is 3.85.
teleport name is TrialOfTheChampion, map is 571, coordinates are 8588.42 791.888 558.236, orientation is 3.23819.
teleport name is JailOfficial, map is 1, coordinates are 16218.7 16403.6 -64.3789, orientation is 3.12191.
teleport name is EmeraldDream, map is 169, coordinates are -366.091 3097.86 92.317, orientation is 0.0487625.
teleport name is EmeraldDreamStatue, map is 169, coordinates are 2781.57 3006.76 23.2219, orientation is 0.5.
teleport name is VerdantFields, map is 169, coordinates are -2128.12 -1005.89 132.213, orientation is 0.5.
teleport name is EmeraldDreamForest, map is 169, coordinates are 2738.87 -3320.93 101.917, orientation is 0.366472.
teleport name is OldIronForge, map is 0, coordinates are -4819.56 -974.088 464.709, orientation is 3.963.
teleport name is goldbug, map is 1, coordinates are -7933.11 1942.26 5.72931, orientation is 4.90082.
teleport name is minek, map is 25, coordinates are 80.2287 3.33371 -144.709, orientation is 5.95369.
teleport name is box, map is 25, coordinates are -23.9044 9.59795 -144.709, orientation is 1.7014.
teleport name is DKzone, map is 609, coordinates are 2358.17 -5663.21 426.027, orientation is 5.31323.
teleport name is prison, map is 1, coordinates are 16230.4 16401.4 -64.3786, orientation is 2.63182.
teleport name is TheStockade, map is 0, coordinates are -8779.9 834.349 94.6801, orientation is 0.653013.
teleport name is AhnKahet, map is 571, coordinates are 3643.31 2036.51 1.78742, orientation is 4.33919.
teleport name is TheCullingOfStratholme, map is 1, coordinates are -8750.76 -4442.2 -199.26, orientation is 4.37694.
teleport name is GundrakDungeon, map is 571, coordinates are 6952.3 -4419.98 450.078, orientation is 0.807518.
teleport name is HallsOfLightning, map is 571, coordinates are 9182.92 -1384.82 1110.21, orientation is 5.57779.
teleport name is HallsOfStone, map is 571, coordinates are 8921.91 -993.503 1039.41, orientation is 1.55263.
teleport name is HallsOfReflection, map is 571, coordinates are 5630.44 1994.01 798.059, orientation is 4.58756.
teleport name is PitOfSaron, map is 571, coordinates are 5598.74 2015.85 798.042, orientation is 3.81001.
teleport name is RubySanctum, map is 571, coordinates are 3600.5 197.34 -113.76, orientation is 5.29905.
teleport name is EyeOfEternity, map is 571, coordinates are 3859.44 6989.85 152.041, orientation is 5.79635.
teleport name is ForgeOfSouls, map is 571, coordinates are 5666.25 2009.2 798.041, orientation is 5.43184.
teleport name is TheNexusDungeon, map is 571, coordinates are 3893.51 6985.33 69.4877, orientation is 6.27898.
teleport name is ObsidianSanctum, map is 571, coordinates are 3457.11 262.394 -113.819, orientation is 3.28258.
teleport name is Oculus, map is 571, coordinates are 3879.96 6984.62 106.312, orientation is 3.19669.
teleport name is TrialOfTheCrusader, map is 571, coordinates are 8515.68 716.982 558.248, orientation is 1.57315.
teleport name is UlduarRaid, map is 571, coordinates are 9327.25 -1114.64 1245.15, orientation is 0.002312.
teleport name is AzsharaAllianceEntrance, map is 37, coordinates are 1065.61 -16.1726 317.105, orientation is 2.22334.
teleport name is AzsharaHordeEntrance, map is 37, coordinates are -123.071 856.83 298.237, orientation is 5.52202.
teleport name is JailAlliance, map is 35, coordinates are -98.0155 149.836 -40.3827, orientation is 3.17689.
teleport name is JailHorde, map is 0, coordinates are -11139.2 -1742.44 -29.7367, orientation is 3.17689.
teleport name is AhnQirajBacklands, map is 1, coordinates are -9479 1783 49.94, orientation is 6.09565.
teleport name is BlackcharCaveInside, map is 0, coordinates are -7347.62 -642.264 294.575, orientation is 0.405538.
teleport name is BlackwingLairOutside, map is 469, coordinates are -7396.4 -1070.18 589.39, orientation is 0.099237.
teleport name is DeadminesStrangePlace, map is 36, coordinates are -1464.96 501.067 0, orientation is 2.94009.
teleport name is DeeprunTramDeeprunDivers, map is 369, coordinates are 74.5078 1184.51 -119.551, orientation is 2.90473.
teleport name is DeeprunTramNessy, map is 369, coordinates are -98.3923 1216.83 -122.163, orientation is 1.48305.
teleport name is DeeprunTramUnderwaterLocation, map is 369, coordinates are -33.273 1234.09 -126.101, orientation is 1.50661.
teleport name is GillijimsIsle, map is 0, coordinates are -13693.5 2806.3 -1.59534, orientation is 1.65007.
teleport name is NaxxramasOutside, map is 533, coordinates are 3598 -4523 198.865, orientation is 2.61805.
teleport name is NewmansLanding, map is 0, coordinates are -6376.91 1262.61 7.18831, orientation is 2.23557.
teleport name is OrtellsHideoutDunMorogh, map is 0, coordinates are -5313.68 -2512.7 484.236, orientation is 3.57754.
teleport name is SilverpineForestShadowfangKeep, map is 0, coordinates are -202.557 1666.88 79.7641, orientation is 2.61805.
teleport name is StratholmeOutside, map is 329, coordinates are 3176.63 -4039.28 105.464, orientation is 3.3092.
teleport name is TopOfBlackrockMountain, map is 0, coordinates are -7465.29 -1080.31 896.78, orientation is 5.76179.
teleport name is WetlandsHiddenSpot, map is 0, coordinates are -3857 -3485 579.64, orientation is 3.3092.
teleport name is ZulGurubAlterOfStorms, map is 309, coordinates are -12031.9 -2583.71 -29.6474, orientation is 2.99504.
teleport name is ZulGurubStranglethornVale, map is 0, coordinates are -12332.5 -1859.81 130.321, orientation is 2.99504.
teleport name is ArathiDwarvenFarm, map is 0, coordinates are -1849.54 -4149.05 9.8162, orientation is 3.07668.
teleport name is Gilneas, map is 0, coordinates are -987.068 1579.95 53.6713, orientation is 3.05311.
teleport name is EasternPlaguelandsUnfinishedRegion, map is 0, coordinates are 3638.48 -3584.03 47.5125, orientation is 0.002514.
teleport name is GrimBatolWatchPost, map is 0, coordinates are -4072.75 -3380.44 372.381, orientation is 2.85616.
teleport name is QuelThalas, map is 0, coordinates are 3611.44 -2820.78 177.579, orientation is 6.12813.
teleport name is QuelThalasTower, map is 0, coordinates are 4296.04 -2763.72 16.268, orientation is 0.51962.
teleport name is SilithusSouthernFarm, map is 1, coordinates are -10750.5 2432.04 6.14444, orientation is 0.240715.
teleport name is SilithusUnfinishedRegion, map is 1, coordinates are -9678.11 1530.11 19.3024, orientation is 0.240715.
teleport name is StranglethornValeUnfinishedRegion, map is 0, coordinates are -13008 -1619.4 143.737, orientation is 5.87988.
teleport name is TheForbiddingSeaIslands, map is 0, coordinates are -9392.34 -4855.91 300.757, orientation is 0.591072.
teleport name is TirisfalGladesUnfinishedRegion, map is 0, coordinates are 2231.97 2242.84 99.7369, orientation is 0.5.
teleport name is WetlandsDwarvenVillage, map is 0, coordinates are -4031.92 -1411.13 156.758, orientation is 0.429314.
teleport name is BadlandsUnfinishedRegion, map is 0, coordinates are -7119.49 -4114.49 461.939, orientation is 2.52239.
teleport name is HyjalBlizzardConstructionCo, map is 1, coordinates are 5475.99 -3728.73 1593.44, orientation is 5.80284.
teleport name is HyjalCrater, map is 1, coordinates are 5430.49 -2805.7 1463.44, orientation is 3.89825.
teleport name is HyjalCaveInside, map is 1, coordinates are 4857.47 -1791.17 1156.66, orientation is 4.79909.
teleport name is HyjalCaveOutside, map is 1, coordinates are 4822.82 -1749.73 1162.03, orientation is 5.47845.
teleport name is HyjalTheWorldTree, map is 1, coordinates are 5372.72 -3378.71 1655.47, orientation is 5.27658.
teleport name is CrystalsongForest, map is 571, coordinates are 5474.07 39.7615 149.546, orientation is 6.27193.
teleport name is OldScarletMonastery, map is 44, coordinates are 79 -1 18.6778, orientation is 0.
